apex_angle,255,178,54
base_angle,228,255,54
lamina_base,52,240,233
lamina_tip,246,33,255
lamina_width,35,44,255
lobe_tip,229,237,46
midvein_trace,246,33,255
petiole_tip,255,33,42
petiole_trace,255,33,42
